statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Connecticut,15,841182,"GAS TURBINES OF A POWER EXCEEDING 5,000 KW",64.88,65.02,106.92,63.67,0.395,0.4073,0.7015,0.4423,-40.45
Connecticut,16,841221,"HYDRAULIC POWER ENGINES AND MOTORS, LINEAR AC",42.16,31.99,51.16,63.08,0.2566,0.2004,0.3356,0.4382,23.3
Connecticut,17,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,4.55,155.49,105.5,59.15,0.0277,0.9741,0.6921,0.4109,-43.94
Connecticut,18,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",51.41,59.25,55.06,56.94,0.313,0.3712,0.3612,0.3956,3.42
Connecticut,19,841582,AIR CONDITIONING MACH ETC INCORP REFRIG UNIT,19.24,20.37,39.25,56.9,0.1172,0.1276,0.2575,0.3953,44.98
Connecticut,20,382490,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY,",47.81,59.02,49.84,56.27,0.291,0.3697,0.327,0.3909,12.9
Connecticut,21,853890,PT F ELECT APPR F ELECT CIRCT; F ELCT CONTRL,49.11,58.96,63.91,54.45,0.299,0.3694,0.4193,0.3783,-14.79
Connecticut,22,210690,FOOD PREPARATIONS NESOI,37.67,40.42,37.72,51.08,0.2293,0.2532,0.2475,0.3549,35.43
Connecticut,23,903289,"AUTO REGULATING INS & APPR EX THROSTAT,MNSTAT",40.45,37.51,36.59,50.71,0.2462,0.235,0.2401,0.3523,38.58
Connecticut,24,850110,ELECTRIC MOTORS OF AN OUTPUT NOT EXCEEDING 37,27.69,27.67,36.59,49.42,0.1686,0.1733,0.24,0.3433,35.08
Connecticut,25,854420,INSULATED COAXIAL CABLE & OTH COAXIAL ELECT C,29.62,25.82,33.92,49.02,0.1803,0.1617,0.2225,0.3406,44.54
Delaware,0,0,World,5327.27,5267.42,5407.85,4532.42,0.3375,0.3248,0.3598,0.3124,-16.19
Delaware,0,25,Top 25,3550.93,3689.51,4016.03,3327.44,66.6557,70.0441,74.263,73.4143,-17.15
Delaware,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1225.56,1586.89,1299.81,963.55,23.0054,30.1265,24.0357,21.2591,-25.87
Delaware,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,328.38,288.86,795.44,587.69,6.1641,5.4839,14.709,12.9664,-26.12
Delaware,3,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",19.64,15.86,288.3,206.17,0.3687,0.301,5.3311,4.5489,-28.49
Delaware,4,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI,235.49,248.23,189.18,191.53,4.4204,4.7126,3.4983,4.2259,1.24
Delaware,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",54.94,183.98,139.66,147.16,1.0314,3.4928,2.5826,3.2468,5.37
Delaware,6,80390,"BANANAS, FRESH OR DRIED, NESOI",134.91,146.56,138.01,137.15,2.5325,2.7824,2.5521,3.0261,-0.62
Delaware,7,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,132.07,100.62,109.56,119.72,2.4791,1.9101,2.0259,2.6415,9.28
Delaware,8,392690,"ARTICLES OF PLASTICS, NESOI",82.74,86.44,85.22,94.92,1.5532,1.6411,1.5759,2.0943,11.38
Delaware,9,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,376.84,106.09,277.2,94.88,7.0739,2.0141,5.1259,2.0933,-65.77
Delaware,10,846691,PARTS FOR MACHINES OF HEADING 8464,96.22,84.81,82.17,94.66,1.8061,1.6101,1.5194,2.0886,15.21
Delaware,11,880212,HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20,126,0,0,91.29,2.3652,0,0,2.0142,0
Delaware,12,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,174.45,316.23,182.05,85.75,3.2746,6.0035,3.3663,1.892,-52.9
Delaware,13,391290,"CELLULOSE & ITS CHEMICAL DERIV, NESOI, PRIMAR",0.15,0.27,4.11,59.12,0.0029,0.0052,0.0759,1.3045,1339.86
Delaware,14,842199,FILTER/PURIFY MACHINE & APPARATUS PARTS,40.66,52.28,42.05,56.8,0.7633,0.9926,0.7775,1.2533,35.1
Delaware,15,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",107,75.69,54.51,54.73,2.0086,1.4369,1.008,1.2075,0.4
Delaware,16,392099,"PLATES ETC, NONCELL, NT REIN, OF PLASTICS NES",124.44,106,57.37,46.35,2.3358,2.0123,1.0609,1.0226,-19.22
Delaware,17,390461,"POLYTETRAFLUOROETHYLENE (PTFE), PR FMS",40.82,35.23,42.71,38.85,0.7663,0.6688,0.7898,0.8571,-9.04
Delaware,18,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI",109.8,106.35,46.68,38.5,2.0611,2.0191,0.8632,0.8494,-17.53
Delaware,19,320890,"PAINTS & VARNISHES,IN NONAQUEUS MEDIUM,NESOI",1.08,2.49,26.78,36.8,0.0202,0.0472,0.4951,0.812,37.45
Delaware,20,300432,MEDICAMENTS CONT CORTEX HORMONES ETC DOSES,8.24,3.37,31.33,33.87,0.1546,0.0641,0.5794,0.7474,8.12
Delaware,21,902720,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENT,59.64,58.87,38.14,32.13,1.1196,1.1176,0.7053,0.709,-15.76
Delaware,22,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",7.83,15.92,30.47,29.69,0.1469,0.3023,0.5635,0.6551,-2.57
Delaware,23,340399,"LUBRICATING PREPS NOT CONT PETROLEUM OILS, NE",4.7,5.58,10.39,29.01,0.0882,0.106,0.1921,0.64,179.17
Delaware,24,340590,"POLISHES AND CREAMS ETC, NESOI",30.69,35.15,26.03,28.72,0.5761,0.6673,0.4814,0.6338,10.33
Delaware,25,271311,"PETROLEUM COKE, NOT CALCINED",28.63,27.74,18.85,28.36,0.5374,0.5266,0.3486,0.6258,50.44
District of Colombia,0,0,World,2707.7,940.23,1088.08,1330.67,0.1715,0.058,0.0724,0.0917,22.3
District of Colombia,0,25,Top 25,1517.19,573.66,880.2,1194.28,56.0323,61.0124,80.8949,89.7502,35.68
District of Colombia,1,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,806.14,221.87,66,320.79,29.772,23.5969,6.0657,24.1075,386.05
District of Colombia,2,854390,"PT ELEC MACH & APPR W INDIVIDUAL FUNCTIONS, N",317.8,42.02,359.78,307.32,11.7367,4.4691,33.0658,23.0951,-14.58
District of Colombia,3,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",192.45,166.2,136.56,176.43,7.1076,17.6769,12.5503,13.2591,29.2
District of Colombia,4,880212,HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20,25,1.64,155.54,110.68,0.9233,0.1744,14.2952,8.3178,-28.84
District of Colombia,5,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",3.68,16.14,12.45,90.24,0.1359,1.7171,1.144,6.7815,624.92
District of Colombia,6,870490,"TRUCKS, NESOI",24.38,0.06,1.6,34.66,0.9005,0.0062,0.147,2.6046,2067.4
District of Colombia,7,284420,URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.,0,18.18,7.61,28.69,0,1.9335,0.6994,2.1557,276.94
District of Colombia,8,930120,"RKT LAUNCH.,FLAMTHROW, & SIM. PROJECTORS(MILI",74.57,0.03,32.89,21.35,2.754,0.0035,3.0226,1.6043,-35.09
District of Colombia,9,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",11.75,30.49,29.19,20.32,0.434,3.2425,2.6823,1.5267,-30.39
District of Colombia,10,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",5.05,12.67,5.99,13.64,0.1864,1.3474,0.5507,1.0252,127.66
District of Colombia,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",31.98,35.69,31.57,11.58,1.1812,3.7962,2.9012,0.8699,-63.33
District of Colombia,12,890610,"WARSHIPS (INCLUDING SUBMARINES, TROOPSHIPS ET",0,0,0,10.21,0,0,0,0.7675,0
District of Colombia,13,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NE",5.59,2.41,2,6.84,0.2063,0.256,0.1838,0.5141,242.11
District of Colombia,14,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,7.69,5.44,8.34,5.95,0.2841,0.5786,0.7663,0.4473,-28.62
District of Colombia,15,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",0.45,2.83,5.59,5.1,0.0166,0.3011,0.5136,0.3833,-8.72
District of Colombia,16,903090,PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN,0.49,0.51,0.62,4.83,0.0181,0.0541,0.0569,0.3633,680.82
District of Colombia,17,850680,"PRIMARY CELLS AND BATTERIES, N.E.S.O.I.",0.03,0.03,0.23,4.49,0.001,0.0032,0.0211,0.3373,1857.42
District of Colombia,18,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,0.56,9.64,2.65,2.91,0.0208,1.0257,0.2437,0.2184,9.57
District of Colombia,19,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",0.01,1.26,3.66,2.89,0.0003,0.1337,0.336,0.2172,-20.93
District of Colombia,20,890690,"VESSELS,(INCLUD LIFEBOATS,OTHER THAN ROW BT),",0.57,0.05,5.33,2.86,0.021,0.0054,0.4898,0.215,-46.32
District of Colombia,21,930190,"MILITARY WEAPONS,OTH THN REVOL,PIST,&HD 9307,",1.08,1.66,1.38,2.75,0.0398,0.1761,0.127,0.2064,98.84
District of Colombia,22,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",1.87,1.96,1.68,2.63,0.0692,0.2081,0.1545,0.1973,56.19
District of Colombia,23,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",2.32,0.68,8.93,2.56,0.0856,0.0723,0.8209,0.1921,-71.39
District of Colombia,24,980310,EXPORTS OF MILITARY WEARING APPAREL OF ALL TY,1.65,1.57,0.53,2.47,0.0611,0.1668,0.0489,0.1856,364.08
District of Colombia,25,490290,"NEWSPAPERS, ETC APPEARING LESS THAN 4 TIMES P",2.08,0.64,0.09,2.1,0.0767,0.0676,0.0081,0.1579,2282.15
Florida,0,0,World,60482.24,58438.83,53899.59,52049.37,3.8316,3.6032,3.5859,3.5871,-3.43
Florida,0,25,Top 25,25367.6,23539.73,20977.9,21061.99,41.9422,40.281,38.9203,40.4654,0.4
Florida,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",4769.11,4797.87,4746.11,5419.87,7.8851,8.2101,8.8055,10.4129,14.2
Florida,2,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,2933.95,2923.18,2486.71,2484.9,4.8509,5.0021,4.6136,4.7741,-0.07
Florida,3,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",4908.15,3282.06,1736.22,1803.33,8.115,5.6162,3.2212,3.4646,3.86
Florida,4,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1002.74,971.92,953.96,947.99,1.6579,1.6631,1.7699,1.8213,-0.63
Florida,5,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",244.87,263.87,509.09,823.19,0.4049,0.4515,0.9445,1.5816,61.7
Florida,6,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,1161.63,993.07,761.97,801.34,1.9206,1.6993,1.4137,1.5396,5.17
Florida,7,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",1272.25,920.69,692.49,769.93,2.1035,1.5755,1.2848,1.4792,11.18
Florida,8,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,567.43,737.75,788.9,685.93,0.9382,1.2624,1.4636,1.3178,-13.05
Florida,9,841199,GAS TURBINE PARTS NESOI,510.1,532.78,579.97,685.79,0.8434,0.9117,1.076,1.3176,18.25
Florida,10,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,771.89,676.33,610.71,640.56,1.2762,1.1573,1.133,1.2307,4.89
Florida,11,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,817.26,936.06,733.69,600.36,1.3512,1.6018,1.3612,1.1534,-18.17
Florida,12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",543.35,524.74,518.41,581.74,0.8984,0.8979,0.9618,1.1177,12.22
Florida,13,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP),1201.74,1057.72,899.95,571.27,1.9869,1.81,1.6697,1.0976,-36.52
Florida,14,330300,PERFUMES AND TOILET WATERS,545.2,579.73,530.13,543.65,0.9014,0.992,0.9836,1.0445,2.55
Florida,15,310559,"FERTILIZERS CONTAIN NITROGEN AND PHOSPHORUS,",442.95,441.03,468.43,464.28,0.7324,0.7547,0.8691,0.892,-0.89
Florida,16,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12",401.62,437.92,408.54,433.74,0.664,0.7494,0.758,0.8333,6.17
Florida,17,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",394.76,662.75,429.35,365.76,0.6527,1.1341,0.7966,0.7027,-14.81
Florida,18,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",488.47,448.32,350.67,344.81,0.8076,0.7672,0.6506,0.6625,-1.67
Florida,19,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",518.46,496.56,396.6,332.81,0.8572,0.8497,0.7358,0.6394,-16.08
Florida,20,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",302.21,303.12,347.35,331.44,0.4997,0.5187,0.6444,0.6368,-4.58
Florida,21,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",361.72,389.9,350.04,321.51,0.5981,0.6672,0.6494,0.6177,-8.15
Florida,22,210690,FOOD PREPARATIONS NESOI,279.95,276.82,283.7,294.27,0.4629,0.4737,0.5264,0.5654,3.72
Florida,23,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",320,407.81,340.52,285.09,0.5291,0.6978,0.6318,0.5477,-16.28
Florida,24,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,453.3,350.7,791.71,283.76,0.7495,0.6001,1.4689,0.5452,-64.16
Florida,25,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",154.49,127.04,262.69,244.67,0.2554,0.2174,0.4874,0.4701,-6.86
Georgia,0,0,World,37578.24,39412.65,38595.25,35644.33,2.3806,2.4301,2.5677,2.4565,-7.65
Georgia,0,25,Top 25,16941.52,17641.05,16928.61,16412.73,45.0833,44.7599,43.8619,46.0458,-3.05
Georgia,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",5997.62,6035.37,6209.74,5895,15.9604,15.3133,16.0894,16.5384,-5.07
Georgia,2,841199,GAS TURBINE PARTS NESOI,1192.26,980.97,1276.24,1455.18,3.1727,2.489,3.3067,4.0825,14.02
Georgia,3,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1221.54,1293.54,1298.9,1429.65,3.2507,3.282,3.3654,4.0109,10.07
Georgia,4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",1079.06,1197.12,1137.92,1046.44,2.8715,3.0374,2.9484,2.9358,-8.04
Georgia,5,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S",669.07,740.88,686.05,677.72,1.7805,1.8798,1.7776,1.9013,-1.22
Georgia,6,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",998.04,1045.53,729.78,642.18,2.6559,2.6528,1.8908,1.8016,-12
Georgia,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",447.88,452.13,450.23,479.66,1.1919,1.1472,1.1665,1.3457,6.54
Georgia,8,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE",508.05,528.76,492.65,460.32,1.352,1.3416,1.2764,1.2914,-6.56
Georgia,9,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,339.12,371.75,756.61,415.51,0.9024,0.9432,1.9604,1.1657,-45.08
Georgia,10,870190,"TRACTORS, NESOI",267.7,376.02,399.33,342.25,0.7124,0.9541,1.0347,0.9602,-14.3
Georgia,11,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",575.38,490.11,340.53,338.64,1.5312,1.2435,0.8823,0.9501,-0.55
Georgia,12,520100,"COTTON, NOT CARDED OR COMBED",664.79,555.78,485.29,328.39,1.7691,1.4101,1.2574,0.9213,-32.33
Georgia,13,570320,"CARPETS,ETC,NYLON/OTHR POLYAMIDES,TUFTD,W/N M",395.32,406.4,347.37,313.15,1.052,1.0311,0.9,0.8785,-9.85
Georgia,14,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,220.13,226.1,258.98,281.14,0.5858,0.5737,0.671,0.7887,8.56
Georgia,15,120242,"PEANUTS, SHELLED, NESOI",286.44,239.04,196.78,280.27,0.7622,0.6065,0.5099,0.7863,42.43
Georgia,16,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD.",342.7,446.95,317.11,271.45,0.912,1.134,0.8216,0.7615,-14.4
Georgia,17,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",229.3,299.17,209.89,232.73,0.6102,0.7591,0.5438,0.6529,10.88
Georgia,18,80290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",135.36,202.26,158.16,210.38,0.3602,0.5132,0.4098,0.5902,33.02
Georgia,19,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",207.27,234.23,198.35,208.4,0.5516,0.5943,0.5139,0.5847,5.07
Georgia,20,481029,PPR/PBRD EX LIT-WGH WRITNG ETC CLAY CTD OV 10,155.09,171.15,195.17,205.33,0.4127,0.4343,0.5057,0.576,5.21
Georgia,21,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC",222.95,208.36,222.38,189.59,0.5933,0.5287,0.5762,0.5319,-14.75
Georgia,22,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",252.96,613.12,40.7,188.21,0.6732,1.5556,0.1055,0.528,362.44
Georgia,23,390690,"ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS",283.88,228.5,198.31,186.36,0.7554,0.5798,0.5138,0.5228,-6.02
Georgia,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,128.92,143.55,155.52,168.03,0.3431,0.3642,0.4029,0.4714,8.04
Georgia,25,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",120.7,154.26,166.64,166.78,0.3212,0.3914,0.4318,0.4679,0.08
Hawaii,0,0,World,598.74,1447.49,1896.39,795.49,0.0379,0.0892,0.1262,0.0548,-58.05
Hawaii,0,25,Top 25,392.76,1119.96,907.65,628.1,65.5976,77.3728,47.862,78.9578,-30.8
Hawaii,1,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",83.36,303.24,396.73,219.56,13.9231,20.9495,20.9202,27.6008,-44.66
Hawaii,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,27.4,292.46,165.14,66.85,4.5767,20.2043,8.7083,8.404,-59.52
Hawaii,3,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",69.06,128.22,125.1,64.41,11.5335,8.8579,6.5969,8.0964,-48.52
Hawaii,4,270750,AROM HYDC NESOI 65PCT AO DSTLS A 250DC ASTM D,10.2,142.71,25.02,41.54,1.7041,9.8592,1.3196,5.2217,65.99
Hawaii,5,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",5.74,34.45,19.62,40.42,0.9586,2.3798,1.0344,5.0809,106.05
Hawaii,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",70.66,56.69,14.99,30.99,11.8007,3.9161,0.7903,3.8959,106.78
Hawaii,7,720449,FERROUS WASTE & SCRAP NESOI,33.35,34.91,21.53,17.38,5.5703,2.4117,1.1352,2.1844,-19.28
Hawaii,8,220190,WATERS NOT SWEETND OR FLAVORED NESOI; ICE AND,0.14,8.67,12.2,15.2,0.0233,0.5986,0.6433,1.9103,24.56
Hawaii,9,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",0,0,9.62,13.02,0,0,0.5073,1.6363,35.3
Hawaii,10,30626,"COLD-WATER SHRIMPS AND PRAWNS, NOT FROZEN",17.66,26.09,19.8,12.53,2.9492,1.8025,1.0443,1.5756,-36.71
Hawaii,11,440399,"NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TR",7.15,10.5,9.77,11.23,1.1939,0.7253,0.5151,1.4119,14.98
Hawaii,12,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",15.28,12.25,10.61,9.44,2.5513,0.8466,0.5593,1.1865,-11.02
Hawaii,13,760200,ALUMINUM WASTE AND SCRAP,17.26,17.68,14.54,9.43,2.8832,1.2216,0.7665,1.185,-35.15
Hawaii,14,80720,"PAPAYAS (PAPAWS), FRESH",8.53,9.56,8.01,8.11,1.4252,0.6602,0.4223,1.0196,1.27
Hawaii,15,740400,COPPER WASTE AND SCRAP,9.39,8.81,6.62,7.28,1.5681,0.6089,0.3489,0.9157,10.09
Hawaii,16,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",0.01,0,0,7.17,0.0011,0,0,0.901,0
Hawaii,17,80261,"MACADAMIA NUTS, IN SHELL, FRESH OR DRIED",0.24,1.01,9.52,7.02,0.0405,0.0696,0.5018,0.8822,-26.25
Hawaii,18,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",1.37,8.39,8.16,6.53,0.2293,0.5795,0.4303,0.8214,-19.92
Hawaii,19,30781,"ABALONE, LIVE, FRESH OR CHILLED",0.1,1.26,3.51,6.42,0.0175,0.0869,0.1851,0.8076,83.04
Hawaii,20,270799,OILS & PRODUCTS NESOI AS COAL TAR DISTILLATES,0,0,0,6.31,0,0,0,0.7937,0
Hawaii,21,903040,"OTH INST, SPECIALLY DESIGNED FOR TELECOMMUNIC",1.77,4.21,3.65,6.23,0.296,0.2911,0.1926,0.7828,70.48
Hawaii,22,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",4.8,8.08,5.77,5.89,0.8014,0.5583,0.3043,0.7409,2.14
Hawaii,23,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR,0.19,1.68,1.86,5.24,0.0325,0.1158,0.098,0.6593,182.31
Hawaii,24,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1.62,1.25,9.43,5.06,0.2699,0.0863,0.4971,0.6358,-46.35
Hawaii,25,470710,"WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/",7.47,7.86,6.47,4.84,1.248,0.5431,0.3411,0.6083,-25.19
Idaho,0,0,World,5789.45,5137.76,4294.8,4876.8,0.3668,0.3168,0.2857,0.3361,13.55
Idaho,0,25,Top 25,3269.93,2895.16,2640.58,3521.77,56.4809,56.3507,61.4832,72.2147,33.37
Idaho,1,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",1997.13,1407.1,798.25,800.47,34.4961,27.3874,18.5864,16.4139,0.28
Idaho,2,903082,INST TO CHECK SEMICONDUCT WAFERS &SUCH THAT R,52.59,75.38,267.98,453.87,0.9083,1.4672,6.2396,9.3068,69.37
Idaho,3,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",0,0,0,408.88,0,0,0,8.3842,0
Idaho,4,903090,PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN,58.93,56.3,135.44,262.82,1.0178,1.0957,3.1536,5.3893,94.05
Idaho,5,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,0.2,0.13,290.41,253.71,0.0034,0.0025,6.7619,5.2025,-12.64
Idaho,6,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,140.68,201.62,198.86,210.27,2.43,3.9242,4.6302,4.3116,5.74
Idaho,7,260700,LEAD ORES AND CONCENTRATES,64.65,104.43,88.77,132.85,1.1167,2.0326,2.0669,2.7242,49.66
Idaho,8,370590,"PHOTO PLATES & FILM, EXPOS & DEVL, NESOI",67.85,79.35,134.55,121.17,1.1719,1.5444,3.1328,2.4845,-9.95
Idaho,9,711590,"OTH PREC METL ARTCLS OR ARTCLS CLAD W PM, NES",0,23.41,3.04,87.17,0,0.4556,0.0708,1.7875,2765.72
Idaho,10,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",55.9,61.5,61.6,75.65,0.9655,1.1969,1.4343,1.5513,22.81
Idaho,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",19.3,23.24,32.95,74.32,0.3333,0.4524,0.7673,1.524,125.55
Idaho,12,110710,"MALT, NOT ROASTED",58.12,54.29,64.79,63.71,1.0039,1.0568,1.5086,1.3063,-1.68
Idaho,13,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,100.17,112.6,103.31,61.93,1.7302,2.1915,2.4055,1.2698,-40.06
Idaho,14,481151,"PPR/PBRD,CTD/IMPG/CVR W/PLAST,BLEACH,WT>150G/",9.38,15.69,25.11,60.78,0.162,0.3053,0.5846,1.2462,142.05
Idaho,15,280470,PHOSPHORUS,51.91,49.32,52.3,54.12,0.8967,0.96,1.2177,1.1097,3.48
Idaho,16,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,10.73,5.46,3.65,51.32,0.1854,0.1063,0.085,1.0524,1305.65
Idaho,17,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,1.15,1.72,10.48,46.07,0.0199,0.0335,0.244,0.9446,339.69
Idaho,18,200410,"POTATOES, PREPARED ETC., NO VINEGAR ETC., FRO",38.73,70.62,59.71,44.53,0.669,1.3745,1.3903,0.9132,-25.42
Idaho,19,120991,VEGETABLE SEEDS FOR SOWING,37.41,43.46,44.26,42.05,0.6463,0.8459,1.0306,0.8623,-4.99
Idaho,20,350220,"MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PRO",37.83,43.33,46.61,40.23,0.6534,0.8434,1.0852,0.8249,-13.68
Idaho,21,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",287.24,291.46,42.43,37.85,4.9615,5.6729,0.988,0.7761,-10.8
Idaho,22,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",35.83,21.72,33.45,36.46,0.6189,0.4228,0.779,0.7475,8.97
Idaho,23,280920,PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS,52.57,57.4,66.52,35.51,0.908,1.1172,1.5489,0.7281,-46.62
Idaho,24,40410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD S,91.63,92.13,52.27,34.42,1.5827,1.7932,1.2171,0.7058,-34.16
Idaho,25,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC,0,3.52,23.83,31.6,0,0.0684,0.5549,0.648,32.62
Illinois,0,0,World,66212.89,68394,63401.86,59757.9,4.1946,4.217,4.2181,4.1184,-5.75
Illinois,0,25,Top 25,22176.18,23629.8,21658.65,20115.13,33.4922,34.5495,34.1609,33.661,-7.13
Illinois,1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",3931.3,5059.47,2742.54,2838.12,5.9374,7.3975,4.3256,4.7494,3.49
Illinois,2,120190,"SOYBEANS, NESOI",2214.29,1817.72,1545.18,2333.43,3.3442,2.6577,2.4371,3.9048,51.01
